0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,label
0.814014732837677,0.7795352339744568,3.399742638521275e-07,0.7537810206413269,0.795490026473999,-0.020301789045333862,0.7087528109550476,0.7775779366493225,-0.05596001073718071,0.6806092262268066,0.7661342620849609,-0.09429095685482025,0.6430119276046753,0.7401881217956543,-0.13869541883468628,0.696729838848114,0.664322018623352,-0.08623403310775757,0.6472447514533997,0.6087082028388977,-0.14079894125461578,0.6077947020530701,0.5800058841705322,-0.18068183958530426,0.5719527006149292,0.559856653213501,-0.2119446098804474,0.7240642309188843,0.6521494388580322,-0.11516392230987549,0.6741155385971069,0.585780143737793,-0.1785278022289276,0.6282070875167847,0.5554879307746887,-0.22606083750724792,0.5812408924102783,0.534522533416748,-0.26215195655822754,0.7573450803756714,0.6529316902160645,-0.1444835215806961,0.7119711637496948,0.5902527570724487,-0.20489008724689484,0.6659414768218994,0.5592018365859985,-0.24797479808330536,0.6220051050186157,0.5377234220504761,-0.2793004512786865,0.7954320907592773,0.6635828018188477,-0.17352569103240967,0.7656732797622681,0.6147471070289612,-0.22874511778354645,0.7327958345413208,0.5838321447372437,-0.2635643482208252,0.7022814750671387,0.5612385272979736,-0.290783166885376,
0.8277785778045654,0.8376421332359314,2.7714503403331037e-07,0.7452390789985657,0.8466570377349854,0.015620928257703781,0.6998113989830017,0.7897100448608398,0.016851942986249924,0.6716961860656738,0.7386214733123779,0.006803518161177635,0.6285818815231323,0.695366621017456,-0.008834963664412498,0.7079832553863525,0.6647510528564453,0.025184663012623787,0.6528787612915039,0.5970088839530945,0.005968275014311075,0.6022845506668091,0.5545791387557983,-0.017204606905579567,0.5573607683181763,0.5268586874008179,-0.037593550980091095,0.7325689196586609,0.6377381086349487,-0.01160106435418129,0.6743261814117432,0.5598652958869934,-0.04094117507338524,0.6126918792724609,0.5179241299629211,-0.07988177984952927,0.560460090637207,0.49568653106689453,-0.10831150412559509,0.759846031665802,0.6302852630615234,-0.05047879368066788,0.7057681679725647,0.5523796081542969,-0.08415460586547852,0.6492494344711304,0.5134522318840027,-0.11944761872291565,0.6018761396408081,0.48729056119918823,-0.14403460919857025,0.7893377542495728,0.6398159265518188,-0.0882994756102562,0.7485730051994324,0.5702073574066162,-0.12231229245662689,0.7102225422859192,0.5312766432762146,-0.1464674323797226,0.674688994884491,0.4991278052330017,-0.1647353321313858,
0.826281726360321,0.8667901754379272,5.122744539676205e-08,0.7499902844429016,0.8552381992340088,0.003605692647397518,0.6962763667106628,0.7834132313728333,0.002269435441121459,0.6639312505722046,0.7306089401245117,-0.004664645064622164,0.6231259107589722,0.6941941976547241,-0.013776452280580997,0.6926549077033997,0.6516731381416321,0.00677113700658083,0.6405126452445984,0.5764917135238647,-0.013391048647463322,0.5959062576293945,0.5402612090110779,-0.033999405801296234,0.553217887878418,0.5167057514190674,-0.04910317063331604,0.713819682598114,0.6363317370414734,-0.01266611460596323,0.6619894504547119,0.5533829927444458,-0.031786199659109116,0.6099888682365417,0.5127098560333252,-0.05307941138744354,0.5620905756950378,0.485433429479599,-0.06847064942121506,0.743986964225769,0.6379551887512207,-0.03424692153930664,0.6954926252365112,0.5460385084152222,-0.052732184529304504,0.645792543888092,0.5002950429916382,-0.07048559188842773,0.5993490219116211,0.4682897627353668,-0.08309369534254074,0.7787414789199829,0.6560639142990112,-0.05623852089047432,0.7462086081504822,0.5693697929382324,-0.0745868906378746,0.709904134273529,0.5198255777359009,-0.08591867238283157,0.6721413135528564,0.4812476336956024,-0.09352267533540726,
0.8388131260871887,0.8683254718780518,3.74446562645403e-09,0.7513743042945862,0.8507929444313049,0.006966062355786562,0.6934537887573242,0.781032919883728,0.00765041820704937,0.6596817374229431,0.7288745641708374,0.0014364849776029587,0.6200981736183167,0.6868149042129517,-0.005909617990255356,0.6832588315010071,0.6442427039146423,0.023075133562088013,0.6324127912521362,0.5729696154594421,0.006539610214531422,0.5890350341796875,0.5403700470924377,-0.01306114625185728,0.5472602844238281,0.5179396867752075,-0.028028354048728943,0.703519344329834,0.6275908946990967,0.0025237309746444225,0.6503112316131592,0.5491083264350891,-0.013051612302660942,0.5982072353363037,0.5101181268692017,-0.03329510614275932,0.5495044589042664,0.4824628233909607,-0.04842701554298401,0.7328913807868958,0.6288427710533142,-0.021102778613567352,0.6827549338340759,0.5402857661247253,-0.036985211074352264,0.6353017091751099,0.49650633335113525,-0.05354880541563034,0.5884756445884705,0.46542996168136597,-0.06572061032056808,0.7679822444915771,0.6470566987991333,-0.04535729065537453,0.7359667420387268,0.5631707906723022,-0.06122744083404541,0.7006100416183472,0.5158172845840454,-0.07155761867761612,0.6611670255661011,0.4796527922153473,-0.07890070229768753,
0.8420382142066956,0.8627762198448181,-1.2180360720037697e-08,0.7492766380310059,0.8430271148681641,0.012400171719491482,0.6869320869445801,0.7736582159996033,0.017039179801940918,0.6507432460784912,0.7231691479682922,0.013078141026198864,0.6104909181594849,0.678138792514801,0.008143976330757141,0.6728874444961548,0.6417089700698853,0.03807997703552246,0.6217203736305237,0.5739481449127197,0.0268465094268322,0.5789962410926819,0.5438252687454224,0.009517467580735683,0.5365743041038513,0.5223654508590698,-0.005300568416714668,0.6934924721717834,0.6219815611839294,0.01452148798853159,0.6378483772277832,0.5461599826812744,0.0018852822249755263,0.5862313508987427,0.5095088481903076,-0.01840522140264511,0.5363038182258606,0.48315685987472534,-0.03412066400051117,0.7242028117179871,0.6204352974891663,-0.01240469515323639,0.6712086200714111,0.5322762131690979,-0.027200208976864815,0.6256493330001831,0.49040937423706055,-0.04365808889269829,0.5792725086212158,0.4618697762489319,-0.05610218271613121,0.7617680430412292,0.6345195174217224,-0.03974340111017227,0.7267988920211792,0.5533931851387024,-0.05561239644885063,0.6908239126205444,0.5098201036453247,-0.06599539518356323,0.6511142253875732,0.47782832384109497,-0.07375507801771164,
0.8420486450195312,0.8589715957641602,-6.500022919908588e-08,0.7449848651885986,0.8371983766555786,0.015923989936709404,0.6831537485122681,0.7682517766952515,0.023009847849607468,0.6467099785804749,0.7188754081726074,0.02060393989086151,0.6069199442863464,0.6765617728233337,0.01737196370959282,0.6693824529647827,0.6406800746917725,0.04710027202963829,0.6223050951957703,0.5736983418464661,0.03533096984028816,0.5804563164710999,0.5512064695358276,0.016722630709409714,0.5390737652778625,0.5404387712478638,0.0017662814352661371,0.6882237792015076,0.6207082867622375,0.022504495456814766,0.6330262422561646,0.5445144176483154,0.00973533932119608,0.581868052482605,0.5103287100791931,-0.011282367631793022,0.5318423509597778,0.4867987632751465,-0.027094725519418716,0.7182140350341797,0.6183199286460876,-0.005879158619791269,0.6634357571601868,0.5313204526901245,-0.021216483786702156,0.6173855662345886,0.4912281036376953,-0.037933677434921265,0.5699989199638367,0.46445631980895996,-0.05011690407991409,0.755720853805542,0.6308329105377197,-0.034417785704135895,0.7181940674781799,0.5503231287002563,-0.05053921416401863,0.6813073754310608,0.507252037525177,-0.06102127209305763,0.6408595442771912,0.4747072458267212,-0.0687425285577774,
0.8406840562820435,0.8576782941818237,-3.275202686836565e-08,0.7426886558532715,0.836367666721344,0.014257109723985195,0.6799014210700989,0.7673728466033936,0.02181384153664112,0.6442484259605408,0.717805027961731,0.020386414602398872,0.6058579087257385,0.6772047281265259,0.018072376027703285,0.666543185710907,0.6447503566741943,0.04496027156710625,0.6176056861877441,0.577677845954895,0.034353967756032944,0.5762931704521179,0.550803542137146,0.017341213300824165,0.5353477001190186,0.5333153009414673,0.0030088694766163826,0.6852941513061523,0.6249763369560242,0.02161586284637451,0.6291965842247009,0.5487430095672607,0.008561073802411556,0.5793185830116272,0.5134885311126709,-0.012104317545890808,0.5297199487686157,0.4867691993713379,-0.02755221538245678,0.714675784111023,0.620994508266449,-0.005418042652308941,0.658302366733551,0.5353745222091675,-0.021738344803452492,0.612259030342102,0.4948177933692932,-0.038735032081604004,0.5652142763137817,0.4664607644081116,-0.05079348385334015,0.751210629940033,0.6306753158569336,-0.032641127705574036,0.7117031812667847,0.5517988801002502,-0.0497685931622982,0.6749789714813232,0.5079821944236755,-0.06084049120545387,0.6354540586471558,0.47348645329475403,-0.06886643171310425,
0.8388887047767639,0.8563705682754517,-1.7431212029350718e-08,0.7413427233695984,0.8359075784683228,0.013784007169306278,0.6798941493034363,0.7672985196113586,0.020379742607474327,0.6447510719299316,0.7171290516853333,0.018331991508603096,0.60670006275177,0.6764726638793945,0.015178833156824112,0.6650440096855164,0.6412310004234314,0.041528403759002686,0.6146161556243896,0.5722291469573975,0.03062286600470543,0.5723552703857422,0.5437194108963013,0.013412464410066605,0.5312396287918091,0.5255035758018494,-0.0013759827706962824,0.6848172545433044,0.6221911907196045,0.01793379709124565,0.6295839548110962,0.5428707599639893,0.004124800208956003,0.5795308947563171,0.5086872577667236,-0.017542699351906776,0.5297961235046387,0.4855974614620209,-0.03390822559595108,0.7153332233428955,0.6199256181716919,-0.00900045596063137,0.6610649228096008,0.5298120975494385,-0.025872107595205307,0.6150276064872742,0.488350510597229,-0.043827321380376816,0.5678871273994446,0.460973858833313,-0.05682946741580963,0.7529971599578857,0.6332942843437195,-0.035922467708587646,0.7135862708091736,0.551863431930542,-0.05446586385369301,0.6757588386535645,0.5065630078315735,-0.06666459143161774,0.6349414587020874,0.4714820981025696,-0.07553879916667938,
0.8396868705749512,0.8547049760818481,-2.278817845535741e-08,0.7407840490341187,0.8323206901550293,0.016512751579284668,0.6795070767402649,0.7636775970458984,0.02483208477497101,0.6443336009979248,0.7139931917190552,0.023687375709414482,0.6054357290267944,0.675896942615509,0.021158091723918915,0.6634238958358765,0.6438595652580261,0.046581439673900604,0.614530622959137,0.5753077864646912,0.03685986250638962,0.5740180611610413,0.5468987226486206,0.019826024770736694,0.5337294936180115,0.5273795127868652,0.004938906524330378,0.6828972697257996,0.6235105395317078,0.02146967127919197,0.6273771524429321,0.544892430305481,0.008581530302762985,0.578266441822052,0.5084507465362549,-0.013553443364799023,0.5292639136314392,0.48144352436065674,-0.030429184436798096,0.713621973991394,0.6203482747077942,-0.00699036568403244,0.6596741080284119,0.5305421352386475,-0.023300012573599815,0.614596962928772,0.48722073435783386,-0.04181254282593727,0.5683066844940186,0.4571338891983032,-0.05534926429390907,0.7526434659957886,0.6322882771492004,-0.035271055996418,0.712909460067749,0.5511379241943359,-0.05300092324614525,0.6758447885513306,0.506770133972168,-0.0646979957818985,0.6359659433364868,0.47208160161972046,-0.07347486913204193,
0.8379485011100769,0.8529338836669922,-8.634816417441016e-09,0.7413607835769653,0.8311114311218262,0.014630291610956192,0.6802468299865723,0.762441873550415,0.02285551093518734,0.6453225612640381,0.7122844457626343,0.022197697311639786,0.6070832014083862,0.6745023131370544,0.020505761727690697,0.6632559299468994,0.6401064991950989,0.0457037128508091,0.6139588356018066,0.5729177594184875,0.03713401034474373,0.5733228921890259,0.5443232655525208,0.021216219291090965,0.5329344868659973,0.5231955051422119,0.006980502512305975,0.6824502348899841,0.619886577129364,0.022269420325756073,0.6271119713783264,0.5423868298530579,0.011109357699751854,0.5786176323890686,0.5056707859039307,-0.009417745284736156,0.5301904678344727,0.4773736000061035,-0.025387153029441833,0.7127861380577087,0.6162452101707458,-0.0046145119704306126,0.6592048406600952,0.5277127623558044,-0.019758110865950584,0.6154959797859192,0.48464399576187134,-0.03685358166694641,0.5701162815093994,0.4543178081512451,-0.04938380792737007,0.7514017224311829,0.6269434094429016,-0.03156045824289322,0.7117804884910583,0.544251561164856,-0.048325665295124054,0.6752893328666687,0.49919745326042175,-0.05917907878756523,0.6354255676269531,0.46426498889923096,-0.06725993752479553,
